no,name,class,gender,rarity,pitch,pace,signature,description
942,Starry Pupil · Bell Dash,Child Prodigy,Feminine,4,High,Dash,no,"Child girl. A wide-eyed wonder-generator who asks follow-up questions until sunset. The voice is a rich, bell-like register, carried on rapid-fire, excitable delivery. Carries an audible smile through half the lines. Zero malice — just pure, uncomplicated joy."
943,Starry Pupil · Bell Lilt,Child Prodigy,Feminine,3,High,Lilt,no,"Child girl. A wide-eyed wonder-generator who asks follow-up questions until sunset. The voice is a rich, bell-like register, carried on a bouncy, sing-song lilt. Pitch lifts whenever something fascinates them. Old grief pressed flat beneath the calm."
944,Starry Pupil · Bell Pause,Child Prodigy,Feminine,4,High,Pause,no,"Child girl. A wide-eyed wonder-generator who asks follow-up questions until sunset. The voice is a rich, bell-like register, carried on hesitant, careful steps. Giggles mid-sentence and restarts with double the energy. Curiosity always wins over caution."
945,Tiny Tyrant,Child Prodigy,Masculine,5,High,Dash,yes,"Child boy. An imperious little sovereign issuing decrees from a cardboard throne. The voice is a bright, airy high register, carried on rapid-fire, excitable delivery. Giggles mid-sentence and restarts with double the energy. Wonder leaks through every other line."
946,Tiny Tyrant · Wisp Pause,Child Prodigy,Masculine,4,Soft,Pause,no,"Child boy. An imperious little sovereign issuing decrees from a cardboard throne. The voice is a light, breathy register, carried on hesitant, careful steps. Giggles mid-sentence and restarts with double the energy. Something far away listens through the voice."
947,Tiny Tyrant · Bell Dash,Child Prodigy,Masculine,3,High,Dash,no,"Child boy. An imperious little sovereign issuing decrees from a cardboard throne. The voice is a rich, bell-like register, carried on rapid-fire, excitable delivery. Trails off mid-thought, then blurts the punchline. Underneath the noise, there is warmth that sneaks up on you."
948,Tiny Tyrant · Bell Lilt,Child Prodigy,Masculine,4,High,Lilt,no,"Child boy. An imperious little sovereign issuing decrees from a cardboard throne. The voice is a rich, bell-like register, carried on a bouncy, sing-song lilt. Carries an audible smile through half the lines. A quiet current of menace runs beneath the polish."
949,Tiny Tyrant · Bell Pause,Child Prodigy,Masculine,4,High,Pause,no,"Child boy. An imperious little sovereign issuing decrees from a cardboard throne. The voice is a rich, bell-like register, carried on hesitant, careful steps. Pitch lifts whenever something fascinates them. Zero malice — just pure, uncomplicated joy."
950,Tiny Tyrant · Reed Dash,Child Prodigy,Masculine,3,Mid,Dash,no,"Child boy. An imperious little sovereign issuing decrees from a cardboard throne. The voice is a reedy, nasal register, carried on rapid-fire, excitable delivery. Giggles mid-sentence and restarts with double the energy. Old grief pressed flat beneath the calm."
951,Tiny Tyrant · Reed Lilt,Child Prodigy,Masculine,4,Mid,Lilt,no,"Child boy. An imperious little sovereign issuing decrees from a cardboard throne. The voice is a reedy, nasal register, carried on a bouncy, sing-song lilt. Trails off mid-thought, then blurts the punchline. Curiosity always wins over caution."
952,Tiny Tyrant · Reed Pause,Child Prodigy,Masculine,4,Mid,Pause,no,"Child boy. An imperious little sovereign issuing decrees from a cardboard throne. The voice is a reedy, nasal register, carried on hesitant, careful steps. Carries an audible smile through half the lines. The patience of someone who has waited centuries."
953,Milk & Mischief,Child Prodigy,Feminine,5,High,Dash,yes,"Child girl. A sweet-faced chaos agent whose 'nothing' always means 'something'. The voice is a bright, airy high register, carried on rapid-fire, excitable delivery. Giggles mid-sentence and restarts with double the energy. Something far away listens through the voice."
954,Milk & Mischief · Bell Pause,Child Prodigy,Feminine,3,High,Pause,no,"Child girl. A sweet-faced chaos agent whose 'nothing' always means 'something'. The voice is a rich, bell-like register, carried on hesitant, careful steps. Carries an audible smile through half the lines. Underneath the noise, there is warmth that sneaks up on you."
955,Milk & Mischief · Reed Dash,Child Prodigy,Feminine,4,Mid,Dash,no,"Child girl. A sweet-faced chaos agent whose 'nothing' always means 'something'. The voice is a reedy, nasal register, carried on rapid-fire, excitable delivery. Pitch lifts whenever something fascinates them. A quiet current of menace runs beneath the polish."
956,Milk & Mischief · Reed Lilt,Child Prodigy,Feminine,4,Mid,Lilt,no,"Child girl. A sweet-faced chaos agent whose 'nothing' always means 'something'. The voice is a reedy, nasal register, carried on a bouncy, sing-song lilt. Giggles mid-sentence and restarts with double the energy. Zero malice — just pure, uncomplicated joy."
957,Milk & Mischief · Reed Pause,Child Prodigy,Feminine,3,Mid,Pause,no,"Child girl. A sweet-faced chaos agent whose 'nothing' always means 'something'. The voice is a reedy, nasal register, carried on hesitant, careful steps. Trails off mid-thought, then blurts the punchline. Old grief pressed flat beneath the calm."
958,Milk & Mischief · Sunbeam Dash,Child Prodigy,Feminine,4,High,Dash,no,"Child girl. A sweet-faced chaos agent whose 'nothing' always means 'something'. The voice is a bright, airy high register, carried on rapid-fire, excitable delivery. Carries an audible smile through half the lines. Curiosity always wins over caution."
959,Milk & Mischief · Sunbeam Lilt,Child Prodigy,Feminine,4,High,Lilt,no,"Child girl. A sweet-faced chaos agent whose 'nothing' always means 'something'. The voice is a bright, airy high register, carried on a bouncy, sing-song lilt. Pitch lifts whenever something fascinates them. The patience of someone who has waited centuries."
960,Milk & Mischief · Sunbeam Pause,Child Prodigy,Feminine,4,High,Pause,no,"Child girl. A sweet-faced chaos agent whose 'nothing' always means 'something'. The voice is a bright, airy high register, carried on hesitant, careful steps. Giggles mid-sentence and restarts with double the energy. A temper banked like coals — not out, never out."
961,Void Canticle,Eldritch & Other,Androgynous,5,Soft,Drift,yes,"Ageless entity. A vast something that sings through the concept of a voice. The voice is a light, breathy register, carried on an unhurried, glacially calm glide. Lets silences stretch one beat too long before answering. Underneath the noise, there is warmth that sneaks up on you."
962,Void Canticle · Wisp Tale,Eldritch & Other,Androgynous,4,Soft,Tale,no,"Ageless entity. A vast something that sings through the concept of a voice. The voice is a light, breathy register, carried on rolling, storytelling swells. Repeats the final word of a sentence softer, like an echo. A quiet current of menace runs beneath the polish."
963,Void Canticle · Wisp Pulse,Eldritch & Other,Androgynous,3,Soft,Pulse,no,"Ageless entity. A vast something that sings through the concept of a voice. The voice is a light, breathy register, carried on a hypnotic, metronome-steady pulse. Barely moves their lips, words slipping out sideways. Zero malice — just pure, uncomplicated joy."
964,Void Canticle · Chrome Drift,Eldritch & Other,Androgynous,4,Synth,Drift,no,"Ageless entity. A vast something that sings through the concept of a voice. The voice is a metallic, faintly synthetic timbre, carried on an unhurried, glacially calm glide. Pitch lifts whenever something fascinates them. Old grief pressed flat beneath the calm."
965,Void Canticle · Chrome Tale,Eldritch & Other,Androgynous,4,Synth,Tale,no,"Ageless entity. A vast something that sings through the concept of a voice. The voice is a metallic, faintly synthetic timbre, carried on rolling, storytelling swells. Lets silences stretch one beat too long before answering. Curiosity always wins over caution."
966,Void Canticle · Chrome Pulse,Eldritch & Other,Androgynous,3,Synth,Pulse,no,"Ageless entity. A vast something that sings through the concept of a voice. The voice is a metallic, faintly synthetic timbre, carried on a hypnotic, metronome-steady pulse. Repeats the final word of a sentence softer, like an echo. The patience of someone who has waited centuries."
967,Void Canticle · Silver Drift,Eldritch & Other,Androgynous,4,Neutral,Drift,no,"Ageless entity. A vast something that sings through the concept of a voice. The voice is a silvery, androgynous register, carried on an unhurried, glacially calm glide. Barely moves their lips, words slipping out sideways. A temper banked like coals — not out, never out."
968,Void Canticle · Silver Tale,Eldritch & Other,Androgynous,4,Neutral,Tale,no,"Ageless entity. A vast something that sings through the concept of a voice. The voice is a silvery, androgynous register, carried on rolling, storytelling swells. Pitch lifts whenever something fascinates them. Kindness delivered like a favor you cannot refuse."
969,Deep Static,Eldritch & Other,Masculine,5,Soft,Drift,yes,"Adult man. A submerged dread-voice, like a broadcast from under an ocean that shouldn't exist. The voice is a light, breathy register, carried on an unhurried, glacially calm glide. Lets silences stretch one beat too long before answering. A quiet current of menace runs beneath the polish."
970,Deep Static · Chrome Tale,Eldritch & Other,Masculine,3,Synth,Tale,no,"Adult man. A submerged dread-voice, like a broadcast from under an ocean that shouldn't exist. The voice is a metallic, faintly synthetic timbre, carried on rolling, storytelling swells. Pitch lifts whenever something fascinates them. Zero malice — just pure, uncomplicated joy."
971,Deep Static · Chrome Pulse,Eldritch & Other,Masculine,4,Synth,Pulse,no,"Adult man. A submerged dread-voice, like a broadcast from under an ocean that shouldn't exist. The voice is a metallic, faintly synthetic timbre, carried on a hypnotic, metronome-steady pulse. Lets silences stretch one beat too long before answering. Old grief pressed flat beneath the calm."
972,Deep Static · Silver Drift,Eldritch & Other,Masculine,4,Neutral,Drift,no,"Adult man. A submerged dread-voice, like a broadcast from under an ocean that shouldn't exist. The voice is a silvery, androgynous register, carried on an unhurried, glacially calm glide. Repeats the final word of a sentence softer, like an echo. Curiosity always wins over caution."
